Product_Name,Actual_price,Sale_price,Review,Rattings,Offer,Camera,Processor,Battery,Memory,Display,Avg_rating
"Infinix Hot 50 5G (Vibrant Blue, 128 GB)",12999,9999,418,5615,23% off,48MP + Depth Sensor | 8MP Front Camera,Dimensity 6300 Processor,5000 mAh Lithium-ion Polymer Battery,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,4.3
"Infinix Hot 50 5G (Sleek Black, 128 GB)",14999,10499,1295,18146,30% off,48MP + Depth Sensor | 8MP Front Camera,Dimensity 6300 Processor,5000 mAh Lithium-ion Polymer Battery,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,4.4
"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)",45999,28620,155,2048,37% off,50MP + 12MP + 5MP | 32MP Front Camera,Exynos 1480 Processor,5000 mAh Battery,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,4.4
"Samsung Galaxy F16 5G (Glam Green, 128 GB)",18999,13499,150,2075,28% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,4.2
"Samsung Galaxy A16 5G (Blue Black, 128 GB)",19999,15490,112,2475,22% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.2
"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",12499,8199,1186,17444,34% off,50MP + 2MP | 8MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,4.1
"realme P1 Speed 5G (Textured Titanium, 256 GB)",22999,17498,80,1059,23% off,50MP + 2MP | 16MP Front Camera,Dimensity 7300 Energy Processor,5000 mAh Battery,12 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,4.3
"REDMI A3X (Olive Green, 128 GB)",,10999,264,6202,,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,4.1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 256 GB)",18999,15999,934,21467,15% off,32MP + 2MP | 8MP Front Camera,Dimensity 6300 Processor,5100 mAh Battery,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD Display,4.4
"REDMI A3X (Midnight Black, 128 GB)",,10999,264,6202,,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,4.1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Feather Pink, 256 GB)",18999,15999,934,21467,15% off,32MP + 2MP | 8MP Front Camera,Dimensity 6300 Processor,5100 mAh Battery,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD Display,4.4
"Samsung Galaxy F16 5G (Bling Black, 128 GB)",18999,13499,150,2075,28% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,4.2
"Samsung Galaxy A36 5G (Awesome Black, 256 GB)",41999,36999,11,123,11% off,50MP + 8MP | 12MP Front Camera,Qualcomm Snapdragon 6 Gen 3 Processor,5000 mAh Battery,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.3
"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)",48999,34490,40,509,29% off,50MP + 12MP + 5MP | 32MP Front Camera,Samsung Exynos 1480 Processor,5000 mAh Battery,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,4.3
"OPPO Reno14 Pro 5G (Titanium Grey, 256 GB)",54999,49999,78,524,9% off,50MP + 50MP + 50MP | 50MP Front Camera,Dimensity 8450 Processor,6200 mAh Battery,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Full HD+ Display,4.5
"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"CMF by Nothing Phone 2 Pro (Black, 128 GB)",22999,18999,1311,15881,17% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
"Samsung Galaxy F16 5G (Bling Black, 128 GB)",18999,13499,150,2075,28% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,4.2
"Samsung Galaxy A16 5G (Light Green, 128 GB)",19999,15999,112,2475,20% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.2
LAVA A7 Torch+ Dual Sim Keypad Phone| 2574 mAh Battery| Expandable Upto 32 GB,1899,1559,97,1298,17% off,0.3MP Rear Camera | 0MP Front Camera,1 Year Handset Domestic warranty,2575 mAh Battery,24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,4
Kechaoda K112,1999,1739,2805,31222,13% off,0.3MP Rear Camera,1 Year Company Domestic Warranty by Company Authorized Service Center.,3600 mAh Battery,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,4
"REDMI Note 14 SE 5G (Mystique White, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"REDMI Note 14 SE 5G (Titan Black, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
Samsung Guru1200,1699,798,137,1596,53% off,800 mAh Battery,,1 year seller domestic warranty,10 MB RAM | 10 MB ROM,4.57 cm (1.8 inch) Display,3
"IQOO Z10 5G (Stellar Black, 256 GB)",27999,24999,115,2101,10% off,50MP Rear Camera,1 Year Warranty on Handset and 6 Months Warranty on Accessories,7300 mAh Battery,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,4.4
"POCO F7 5G (Frost White, 512 GB)",37999,33999,713,5929,10% off,50MP Rear Camera | 20MP Front Camera,8s Gen 4 Processor,7550 mAh Li-Polymer + Silicon Carbon Battery,12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,4.4
"Tecno Pova Curve 5G (Geek Black, 128 GB)",19999,16999,91,607,15% off,64MP Rear Camera | 13MP Front Camera,Dimensity 7300 Ultimate Processor,5500 mAh Battery,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,4.3
"Tecno Pova Curve 5G (Neon Cyan, 128 GB)",19999,16999,91,607,15% off,64MP Rear Camera | 13MP Front Camera,Dimensity 7300 Ultimate Processor,5500 mAh Battery,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,4.3
"Samsung Galaxy A36 5G (Awesome Black, 128 GB)",35999,30999,73,960,13% off,50MP + 8MP | 12MP Front Camera,Qualcomm Snapdragon 6 Gen 3 Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.3
"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)",14999,11322,0,43,24% off,50MP Rear Camera,1 Year Warranty,6000 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,4.6
"OPPO A3x 5G (Starlight White, 64 GB)",14999,10999,145,3233,26% off,8MP Rear Camera | 5MP Front Camera,Dimensity 6300 Processor,5100 mAh Battery,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.2
"POCO C61 (Mystical Green, 64 GB)",8999,6999,4657,110264,22% off,8MP Rear Camera | 5MP Front Camera,Helio G36 Processor,5000 mAh Battery,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,4.1
"REDMI Note 14 5G (Phantom Purple, 128 GB)",21999,15956,97,1977,27% off,50MP Rear Camera,1 Year,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,4.3
"Tecno Pova Curve 5G (Geek Black, 128 GB)",18999,15999,117,804,15% off,64MP Rear Camera | 13MP Front Camera,Dimensity 7300 Ultimate Processor,5500 mAh Battery,6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,4.3
"Tecno Pova Curve 5G (Magic Silver, 128 GB)",18999,15999,117,804,15% off,64MP Rear Camera | 13MP Front Camera,Dimensity 7300 Ultimate Processor,5500 mAh Battery,6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,4.3
"Nokia 106-SS-1578,32 MB,1000 mAh Battery.",1699,1210,96,1650,28% off,1000 mAh Battery,1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,SC6531E Processor,32 MB RAM | 32 MB ROM,17.02 cm (6.7 inch) Display,3.9
"KARBONN K2Stylo,Dual SIM Keypad Mobile 2.4''LCD 1750mAh Battery Type C Memory Card 32GB",1790,1309,4,42,26% off,0.5MP Rear Camera | 0.5MP Front Camera,NA Processor,1750 mAh Battery,35 MB RAM | 45 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) FWVGA Display,4.3
"Infinix Hot 50 5G (Vibrant Blue, 128 GB)",14999,10499,1295,18146,30% off,48MP + Depth Sensor | 8MP Front Camera,Dimensity 6300 Processor,5000 mAh Lithium-ion Polymer Battery,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,4.4
"Infinix Hot 50 5G (Sage Green, 128 GB)",14999,10499,1295,18146,30% off,48MP + Depth Sensor | 8MP Front Camera,Dimensity 6300 Processor,5000 mAh Lithium-ion Polymer Battery,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,4.4
"itel A80 (Wave Blue, 128 GB)",8999,6899,17,331,23% off,50MP Rear Camera,1 year Manufacturer Warranty,5000 mAh Battery,4 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,4.2
Kechaoda K60,2200,1799,170,1975,18% off,0.3MP Rear Camera | 0.3MP Front Camera,1 Year Company Domestic Warranty by Company Authorized Service Center.,3600 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,4
"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"REDMI Note 14 SE 5G (Mystique White, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"Alcatel V3 Classic 5G (Halo White, 128 GB)",17999,10999,8,29,38% off,50MP Dual Camera | 8MP Front Camera,Dimensity 6300 Processor,5200 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.3
"IQOO Neo 10 (Titanium Chrome, 128 GB)",36999,33595,14,162,9% off,50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,Qualcomm Processor,7000 mAh Battery,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display,4.5
"CMF by Nothing Phone 2 Pro (Black, 128 GB)",22999,18999,1311,15881,17% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
"REDMI Note 14 SE 5G (Titan Black, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"realme 70 TURBO 5G (Turbo Green, 128 GB)",20999,16845,292,3868,19% off,50MP Rear Camera,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.4
"itel A80 (Sandstone Black, 128 GB)",8999,6849,17,331,23% off,50MP Rear Camera,1 year Manufacturer Warranty,5000 mAh Battery,4 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,4.2
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",13999,10999,701,23067,21% off,32MP Rear Camera | 8MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.5
Kechaoda A26,1499,899,1586,28250,40% off,0MP | 0MP Front Camera,NA Processor,800 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) QVGA Display,4
LAVA A7 Torch+ Dual Sim Keypad Phone| 2574 mAh Battery| Expandable Upto 32 GB,1899,1553,97,1298,18% off,0.3MP Rear Camera | 0MP Front Camera,1 Year Handset Domestic warranty,2574 mAh Battery,24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,4
"realme 14T 5G (Lightning Purple, 256 GB)",22999,19999,102,1125,13% off,50MP + 2MP | 16MP Front Camera,Dimensity 6300 Processor,6000 mAh Battery,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,4.3
"realme 14T 5G (Obsidian Black, 256 GB)",22999,19999,102,1125,13% off,50MP + 2MP | 16MP Front Camera,Dimensity 6300 Processor,6000 mAh Battery,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,4.3
"OnePlus 13s 5G (Pink Satin, 256 GB)",57999,51969,24,265,10% off,50MP Rear Camera,1 Year Warranty,5850 mAh Battery,12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Display,4.5
"Apple iPhone 16e (White, 256 GB)",69900,64900,95,1415,7% off,48MP Rear Camera | 12MP Front Camera,1 year warranty for phone and 1 year warranty for in Box Accessories.,"A18 Chip, 6 Core Processor",256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,4.6
Kechaoda K9,1499,1249,298,3583,16% off,0.3MP Rear Camera,1 Year Company Domestic Warranty by Company Authorized Service Center.,1700 mAh Battery,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,4.1
KARBONN KX29 DS Keypad Mobile|3000 mAh Battery|0.3MP Rear Camera|Expandable Upto 32 GB,1799,1530,163,2533,14% off,0.3MP Rear Camera,1 Year Company Domestic Warranty by Company Authorized Service Center.,2700 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,3.7
"OPPO A3x 5G (Starlight White, 128 GB)",15999,11999,145,3233,25% off,8MP Rear Camera | 5MP Front Camera,Dimensity 6300 Processor,5100 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.2
"Tecno Pova Curve 5G (Magic Silver, 128 GB)",19999,16999,91,607,15% off,64MP Rear Camera | 13MP Front Camera,Dimensity 7300 Ultimate Processor,5500 mAh Battery,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,4.3
"realme C63 5G Charger in the Box (Forest Green, 128 GB)",12999,10999,266,6704,15% off,32MP Rear Camera | 8MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.4
"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"REDMI Note 14 SE 5G (Mystique White, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"POCO X7 Pro 5G (Nebula Green, 256 GB)",31999,22999,1153,8288,28% off,50MP + 8MP | 20MP Front Camera,Dimensity D8400 Ultra Processor,6550 mAh Battery,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,4.3
"REDMI 13 5G (Black Diamond, 128 GB)",17999,12499,2172,42234,30% off,108MP + 2MP | 13MP Front Camera,4 Gen 2 AE Processor,5030 mAh Lithium Polymer Battery,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,4.2
"CMF by Nothing Phone 2 Pro (Black, 128 GB)",22999,18999,1311,15881,17% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
"REDMI Note 14 SE 5G (Titan Black, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"POCO X7 Pro 5G (Yellow, 256 GB)",33999,24999,577,4609,26% off,50MP + 8MP | 20MP Front Camera,Dimensity D8400 Ultra Processor,6550 mAh Battery,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,4.4
"OPPO F29 5G (Glacier Blue, 128 GB)",28999,23999,105,1720,17% off,50MP + 2MP | 16MP Front Camera,6 Gen 1 Processor,6500 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.3
UiSmart Ui-06,2199,1650,310,3535,24% off,2MP + 0MP | 0MP Front Camera,Feature Phone Processor,1050 mAh Battery,512 MB RAM | 256 MB ROM | Expandable Upto 8 GB,4.5 cm (1.77 inch) QVGA Display,4
Kechaoda K9,1499,1249,298,3583,16% off,0.3MP Rear Camera,1 Year Manufacturer Warranty,1700 mAh Battery,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,4.1
"I Kall I10 Mobile Phone - 2.8""Display with Pre-Loaded - Facebook, YouTube etc.",2799,1799,2,28,35% off,0.8MP Rear Camera,1 Year Manufacturing Warranty for Product and 6 Month on Accessories.,2500 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,7.11 cm (2.8 inch) Display,3.1
"realme C73 5G (Crystal Purple, 128 GB)",13999,11499,17,508,17% off,32MP Rear Camera | 8MP Front Camera,Dimensity 6300 Processor,6000 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.3
"realme C73 5G (Onyx Black, 128 GB)",13999,11499,17,508,17% off,32MP Rear Camera | 8MP Front Camera,Dimensity 6300 Processor,6000 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.3
"Samsung Galaxy A56 5G (Awesome Olive, 128 GB)",45999,38999,28,359,15% off,50MP + 12MP + 5MP | 12MP Front Camera,Samsng Exynos 1580 Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.3
"OPPO Reno14 Pro 5G (Pearl White, 256 GB)",54999,49999,78,524,9% off,50MP + 50MP + 50MP | 50MP Front Camera,Dimensity 8450 Processor,6200 mAh Battery,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Full HD+ Display,4.5
"POCO X6 Neo 5G (Astral Black, 128 GB)",19999,13990,3058,42214,30% off,108MP + 2MP | 16MP Front Camera,Dimensity 6080 Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,4.2
"IQOO z9x (Storm Grey, 128 GB)",18999,13990,514,10305,26% off,50MP + 2MP | 8MP Front Camera,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor,6000 mAh Battery,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,4.4
Samsung Guru Music 2 B310ED,1999,990,1273,17142,50% off,800 mAh Battery,,NO WARRANTY,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,3.1
"realme 70 TURBO 5G (Turbo Purple, 128 GB)",19999,15248,430,5488,23% off,50MP Rear Camera,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,5000 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.3
"Samsung Galaxy S24+ 5G (Onyx Black, 256 GB)",99999,59999,856,11203,40% off,50MP + 10MP + 12MP | 12MP Front Camera,Exynos 2400 Processor,4900 mAh Battery,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,4.5
"realme 70 TURBO 5G (Turbo Green, 256 GB)",23999,19075,22,457,20% off,50MP Rear Camera,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,5000 mAh Battery,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.4
"Tecno Spark Go 1 (Magic Skin Green, 64 GB)",8599,6899,69,1407,19% off,13MP Rear Camera | 8MP Front Camera,Unisoc T61 Processor,5000 mAh Battery,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,4.3
"Tecno Pop 9 5G (Aurora Cloud, 64 GB)",11999,8699,5,63,27% off,48MP Rear Camera | 8MP Front Camera,Dimensity 6300 5G Processor,5000 mAh Battery,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,3.9
Jmax J32,999,583,45,644,41% off,2MP Rear Camera,1 Year Domestic Warranty,1050 mAh Battery,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,3.6
"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"REDMI Note 14 SE 5G (Mystique White, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
Kechaoda K9,1499,1249,298,3583,16% off,0.3MP Rear Camera,1 Year Manufacturer Warranty,1700 mAh Battery,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,4.1
"LG G8X (Black, 128 GB)",,70000,9512,49435,,12MP + 13MP | 32MP Front Camera,Qualcomm Snapdragon™ 855 Octa-core (up to 2.84 GHz x 1 + 2.42 GHz x 3 + 1.79 GHz x 4) Processor,4000 mAh Battery,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.26 cm (6.4 inch) Full HD+ Display,4.4
"vivo V50e 5G (Pearl White, 128 GB)",33999,28999,98,1486,14% off,50MP + 8MP | 50MP Front Camera,Dimensity 7300 Processor,5600 mAh Battery,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,4.4
"Tecno Pop 9 5G (Midnight Shadow, 128 GB)",14999,9999,3,72,33% off,48MP Rear Camera | 8MP Front Camera,Dimensity 6300 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,3.8
"CMF by Nothing Phone 2 Pro (Orange, 128 GB)",22999,18999,1311,15881,17% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
"REDMI Note 14 SE 5G (Titan Black, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
MOTOROLA A50V Dual Sim Keypad Phone|1750 mAh Battery|1.8inch Display|Expandable Upto 32GB,1699,1539,71,1341,9% off,1750 mAh Battery,,2 Years Domestic Replacement Warranty,4 MB RAM | 0.05 GB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,4.1
Jmax J32,999,583,45,644,41% off,2MP Rear Camera,1 Year Domestic Warranty,1050 mAh Battery,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,3.6
"realme C63 5G Charger in the Box (Forest Green, 128 GB)",12999,10999,266,6704,15% off,32MP Rear Camera | 8MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.4
"vivo V50e 5G (Sapphire Blue, 256 GB)",35999,30999,98,1486,13% off,50MP + 8MP | 50MP Front Camera,Dimensity 7300 Processor,5600 mAh Battery,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,4.4
"Motorola g64 5G (Ice Lilac, 128 GB)",17999,13999,3762,60363,22% off,50MP (OIS) + 8MP | 16MP Front Camera,Dimensity 7025 Processor,6000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,4.3
"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Buttons",2100,1888,550,10297,10% off,0MP Front Camera,6261D Processor,1450 mAh Battery,4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,4
KARBONN K9,1890,1297,731,9360,31% off,1800 mAh Battery,,1 Year Manufacturer Warranty,6.6 cm (2.6 inch) QVGA Display,2MP Rear Camera,4.1
"Motorola g64 5G (Mint Green, 256 GB)",19999,15999,5457,85325,20% off,50MP (OIS) + 8MP | 16MP Front Camera,Dimensity 7025 Processor,6000 mAh Battery,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,4.2
"Samsung Galaxy S24 5G (Amber Yellow, 128 GB)",74999,46999,391,6951,37% off,50MP + 10MP + 12MP | 12MP Front Camera,Exynos 2400 Processor,4000 mAh Battery,8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,4.6
